scope,day_of_week,hour,within_ad_schedule,scheduled_window,Impressions,Clicks,Cost,Conversions
AllCampaigns_alldays_alltime,Friday,11,yes,07:00-20:00,794,35,37.3194,14.0
AllCampaigns_alldays_alltime,Friday,12,yes,07:00-20:00,762,33,42.9883,11.0
AllCampaigns_alldays_alltime,Friday,13,yes,07:00-20:00,1056,37,47.99,26.0
AllCampaigns_alldays_alltime,Friday,14,yes,07:00-20:00,1126,41,41.2482,21.0
AllCampaigns_alldays_alltime,Friday,15,yes,07:00-20:00,1127,35,36.8756,23.0
AllCampaigns_alldays_alltime,Friday,16,yes,07:00-20:00,1157,39,15.0585,26.0
AllCampaigns_alldays_alltime,Friday,17,yes,07:00-20:00,1258,47,17.1546,23.0
AllCampaigns_alldays_alltime,Friday,18,yes,07:00-20:00,1188,66,33.6669,36.27
AllCampaigns_alldays_alltime,Friday,19,yes,07:00-20:00,1211,50,24.3382,45.0
AllCampaigns_alldays_alltime,Friday,20,NO,07:00-20:00,1145,59,16.2788,37.0
AllCampaigns_alldays_alltime,Friday,21,NO,07:00-20:00,1047,26,11.6544,28.0
AllCampaigns_alldays_alltime,Friday,22,NO,07:00-20:00,2162,67,24.8417,57.0
AllCampaigns_alldays_alltime,Friday,23,NO,07:00-20:00,4396,133,30.5137,129.0
AllCampaigns_alldays_alltime,Saturday,00,NO,07:00-14:00,4860,165,53.7155,113.0
AllCampaigns_alldays_alltime,Saturday,01,NO,07:00-14:00,3998,110,28.5785,64.5
AllCampaigns_alldays_alltime,Saturday,02,NO,07:00-14:00,2769,75,22.8009,20.0
AllCampaigns_alldays_alltime,Saturday,03,NO,07:00-14:00,1857,62,17.9134,22.0
AllCampaigns_alldays_alltime,Saturday,04,NO,07:00-14:00,1301,44,14.5014,13.0
AllCampaigns_alldays_alltime,Saturday,05,NO,07:00-14:00,1465,40,14.6452,6.0
AllCampaigns_alldays_alltime,Saturday,06,NO,07:00-14:00,1452,42,27.1486,10.0
AllCampaigns_alldays_alltime,Saturday,07,yes,07:00-14:00,1417,46,34.4859,14.0
AllCampaigns_alldays_alltime,Saturday,08,yes,07:00-14:00,1417,47,45.3894,7.0
AllCampaigns_alldays_alltime,Saturday,09,yes,07:00-14:00,821,26,40.9999,7.0
AllCampaigns_alldays_alltime,Saturday,10,yes,07:00-14:00,806,32,56.2824,12.0
AllCampaigns_alldays_alltime,Saturday,11,yes,07:00-14:00,613,27,35.2248,4.0
AllCampaigns_alldays_alltime,Saturday,12,yes,07:00-14:00,506,27,46.7497,3.0
AllCampaigns_alldays_alltime,Saturday,13,yes,07:00-14:00,355,14,22.9882,1.0
AllCampaigns_alldays_alltime,Saturday,14,NO,07:00-14:00,197,11,17.2828,5.0
AllCampaigns_alldays_alltime,Saturday,15,NO,07:00-14:00,188,6,13.7195,0.0
AllCampaigns_alldays_alltime,Saturday,16,NO,07:00-14:00,121,9,17.4297,2.0
AllCampaigns_alldays_alltime,Saturday,17,NO,07:00-14:00,159,12,24.3646,10.0
AllCampaigns_alldays_alltime,Saturday,18,NO,07:00-14:00,105,10,24.2544,7.0
AllCampaigns_alldays_alltime,Saturday,19,NO,07:00-14:00,116,10,19.7029,1.0
AllCampaigns_alldays_alltime,Saturday,20,NO,07:00-14:00,162,15,30.8582,0.0
AllCampaigns_alldays_alltime,Saturday,21,NO,07:00-14:00,129,6,11.1739,3.0
AllCampaigns_alldays_alltime,Saturday,22,NO,07:00-14:00,150,6,13.7263,1.0
AllCampaigns_alldays_alltime,Saturday,23,NO,07:00-14:00,32,5,9.5332,0.0
AllCampaigns_alldays_alltime,Sunday,00,NO,08:00-20:00,798,38,17.2771,44.0
AllCampaigns_alldays_alltime,Sunday,01,NO,08:00-20:00,628,31,14.6373,33.73
AllCampaigns_alldays_alltime,Sunday,02,NO,08:00-20:00,459,25,24.0213,20.0
AllCampaigns_alldays_alltime,Sunday,03,NO,08:00-20:00,463,19,15.7616,11.0
AllCampaigns_alldays_alltime,Sunday,04,NO,08:00-20:00,329,11,3.1605,9.0
AllCampaigns_alldays_alltime,Sunday,05,NO,08:00-20:00,198,7,0.8828,4.0
AllCampaigns_alldays_alltime,Sunday,06,NO,08:00-20:00,213,10,18.1812,2.0
AllCampaigns_alldays_alltime,Sunday,07,NO,08:00-20:00,303,14,27.4642,5.0
AllCampaigns_alldays_alltime,Sunday,08,yes,08:00-20:00,409,14,25.1618,6.0
AllCampaigns_alldays_alltime,Sunday,09,yes,08:00-20:00,682,22,27.9257,15.03
AllCampaigns_alldays_alltime,Sunday,10,yes,08:00-20:00,971,37,64.5657,17.0
AllCampaigns_alldays_alltime,Sunday,11,yes,08:00-20:00,1432,48,19.3165,23.0
AllCampaigns_alldays_alltime,Sunday,12,yes,08:00-20:00,1515,91,57.4261,23.98
AllCampaigns_alldays_alltime,Sunday,13,yes,08:00-20:00,1051,48,41.1095,25.0
AllCampaigns_alldays_alltime,Sunday,14,yes,08:00-20:00,870,34,47.8733,17.0
AllCampaigns_alldays_alltime,Sunday,15,yes,08:00-20:00,747,28,28.1246,14.0
AllCampaigns_alldays_alltime,Sunday,16,yes,08:00-20:00,625,29,32.1723,16.0
AllCampaigns_alldays_alltime,Sunday,17,yes,08:00-20:00,511,24,11.9284,14.0
AllCampaigns_alldays_alltime,Sunday,18,yes,08:00-20:00,468,28,28.1633,15.0
AllCampaigns_alldays_alltime,Sunday,19,yes,08:00-20:00,496,24,27.0871,22.0
AllCampaigns_alldays_alltime,Sunday,20,NO,08:00-20:00,564,24,36.0068,15.0
AllCampaigns_alldays_alltime,Sunday,21,NO,08:00-20:00,648,25,20.8391,25.0
AllCampaigns_alldays_alltime,Sunday,22,NO,08:00-20:00,1062,50,30.7518,42.0
AllCampaigns_alldays_alltime,Sunday,23,NO,08:00-20:00,392,19,6.646,14.0
