Date,Campaignname,CampaignID,AdvertisingChannelType,AdvertisingChannelSubType,Campaignstatus,CampaignServingStatus,CampaignBidStrategyStatus,Currencycode,Timezone,ConfiguredBudget,BudgetName,BudgetId,BudgetStatus,BudgetPeriod,IsBudgetExplicitlyShared,CampaignMobileBidModifier,Impressions,Clicks,Cost,Ctr,CPC,CPM,interactions,Conversions,CostPerConversion,ConversionRate,conversionsByConversionDate,allConversionsByConversionDate,EstimatedCrossDeviceConversions,ROAS,Invalidclicks,SearchImpressionShare,SearchImpressionShareRaw,SearchBudgetLostImpressionShare,SearchRankLostImpressionShare,SearchTopImpressionShare,SearchAbsoluteTopImpressionShare,SearchExactMatchImpressionShare,SearchRankLostTopImpressionShare,SearchRankLostAbsoluteTopImpressionShare,SearchBudgetLostTopImpressionShare,SearchBudgetLostAbsoluteTopImpressionShare,SearchClickShare,EligibleSearchClicks,LostSearchClicks,TotalAvailableImpressions,LostImpressions,LostImpressionsDueToBudget,LostImpressionsDueToRank,dailybudget,Budget,budgetUsedPortion
2026-08-13,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,234,14,27.6245,0.0598,1.9732,118.0536,14,2,13.8123,0.1429,2,7,0,0,2,0.0999,0.0999,0.9001,0.0622,0.1,0.0999,0.0999,0.07,0.08,0.9,0.9,0.0999,140,126,1872,1685,1685,116,15,15,1.8416
2026-08-14,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,274,11,22.9389,0.0401,2.0854,83.7187,11,0,,0,0,1,0,0,0,0.0999,0.0999,0.9001,0.0732,0.1,0.0999,0.0999,0.08,0.09,0.9,0.9,0.0999,110,99,2292,2063,2063,168,15,15,1.5293
2026-08-15,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,254,10,18.03,0.0394,1.803,70.9843,10,0,,0,0,0,0,0,2,0.0999,0.0999,0.856,0.1195,0.1,0.0999,0.0999,0.13,0.14,0.86,0.86,0.0999,100,90,1802,1622,1542,215,15,15,1.202
2026-08-16,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,133,8,17.41,0.0602,2.1763,130.9023,8,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0591,0.1,0.0999,0.0999,0.06,0.07,0.9,0.9,0.0999,80,72,941,847,847,56,15,15,1.1607
2026-08-17,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,103,12,24.4097,0.1165,2.0341,236.9873,12,1,24.4097,0.0833,1,6,0,0,2,0.0999,0.0999,0.9001,0.0639,0.1,0.0999,0.0999,0.07,0.07,0.9,0.9,0.0999,120,108,731,658,658,47,15,15,1.6273
2026-08-18,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,94,9,14.9827,0.0957,1.6647,159.3904,9,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0685,0.1,0.0999,0.0999,0.07,0.08,0.9,0.9,0.0999,90,81,691,622,622,47,15,15,0.9988
2026-08-19,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,138,8,16.65,0.058,2.0813,120.6522,8,1,16.65,0.125,1,5,0,0,2,0.0999,0.0999,0.9001,0.0459,0.1,0.0999,0.0999,0.05,0.05,0.9,0.9,0.0999,80,72,1151,1036,1036,53,15,15,1.11
2026-08-20,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,102,5,11.3,0.049,2.26,110.7843,5,0,,0,0,10,0,0,2,0.0999,0.0999,0.9001,0.0374,0.1,0.0999,0.0999,0.04,0.05,0.9,0.9,0.0999,50,45,801,721,721,30,15,15,0.7533
2026-08-21,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,179,5,12.28,0.0279,2.456,68.6034,5,1,12.28,0.2,1,2,0,0,0,0.0999,0.0999,0.9001,0.0685,0.1,0.0999,0.0999,0.08,0.08,0.9,0.9,0.0999,50,45,1311,1180,1180,90,15,15,0.8187
2026-08-22,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,52,4,10.34,0.0769,2.585,198.8462,4,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0615,0.1,0.0999,0.0999,0.06,0.07,0.9,0.9,0.0999,40,36,430,387,387,26,15,15,0.6893
2026-08-23,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,67,5,11.406,0.0746,2.2812,170.2393,5,0,,0,0,2,0,0,3,0.0999,0.0999,0.9001,0.0523,0.1,0.0999,,0.06,0.06,0.9,0.9,0.0999,50,45,531,478,478,28,15,15,0.7604
2026-08-24,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,94,6,11.9064,0.0638,1.9844,126.6639,6,1,11.9064,0.1667,1,3,0,0,0,0.0999,0.0999,0.9001,0.0417,0.1,0.0999,0.0999,0.05,0.05,0.9,0.9,0.0999,60,54,761,685,685,32,15,15,0.7938
2026-08-25,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,90,5,10.3674,0.0556,2.0735,115.1937,5,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0484,0.1,0.0999,0.0999,0.05,0.06,0.9,0.9,0.0999,50,45,711,640,640,34,15,15,0.6912
2026-08-26,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,197,7,11.13,0.0355,1.59,56.4975,7,0,,0,0,6,0,0,0,0.0999,0.0999,0.8408,0.1281,0.1,0.0999,0.1233,0.14,0.15,0.84,0.84,0.0999,70,63,1712,1541,1439,219,15,15,0.742
2026-08-27,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,232,4,8.27,0.0172,2.0675,35.6466,4,0,,0,0,0,0,0,0,0.0999,0.0999,0.7851,0.1823,0.1,0.0999,0.12,0.2,0.21,0.79,0.79,0.0999,40,36,2062,1856,1619,376,15,15,0.5513
2026-08-28,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,83,5,8.93,0.0602,1.786,107.5904,5,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0474,0.1,0.0999,0.0999,0.05,0.06,0.9,0.9,0.0999,50,45,701,631,631,33,15,15,0.5953
2026-08-29,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,85,4,8.98,0.0471,2.245,105.6471,4,0,,0,0,1,0,0,2,0.0999,0.0999,0.8973,0.0805,0.1,0.0999,0.0999,0.09,0.1,0.9,0.9,0.0999,40,36,731,658,656,59,15,15,0.5987
2026-08-30,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,63,3,7.57,0.0476,2.5233,120.1587,3,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0574,0.1,0.0999,0.0999,0.06,0.07,0.9,0.9,0.0999,30,27,490,441,441,28,15,15,0.5047
2026-08-31,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,77,3,7.57,0.039,2.5233,98.3117,3,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0.0524,0.1,0.0999,0.0999,0.06,0.06,0.9,0.9,0.0999,30,27,711,640,640,37,15,15,0.5047
2026-09-01,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,256,8,13.67,0.0313,1.7088,53.3984,8,0,,0,0,5,0,0,1,0.0999,0.0999,0.8113,0.1618,0.1,0.0999,0.1163,0.17,0.19,0.81,0.81,0.0999,80,72,2162,1946,1754,350,15,15,0.9113
2026-09-02,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,178,6,13.86,0.0337,2.31,77.8652,6,1,13.86,0.1667,1,5,0,0,2,0.0999,0.0999,0.9,0.0839,0.1,0.0999,0.0999,0.09,0.1,0.9,0.9,0.0999,60,54,1562,1406,1405,131,15,15,0.924
2026-09-03,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,184,7,13.4,0.038,1.9143,72.8261,7,0,,0,0,1,0,0,0,0.0999,0.0999,0.8862,0.0943,0.1,0.0999,0.0999,0.1,0.11,0.89,0.89,0.0999,70,63,1602,1442,1419,151,15,15,0.8933
2026-09-04,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,291,9,17.78,0.0309,1.9756,61.0997,9,0,,0,0,0,0,0,2,0.0999,0.0999,0.8099,0.1575,0.1,0.0999,0.2,0.17,0.18,0.81,0.81,0.0999,90,81,2533,2280,2051,399,15,15,1.1853
2026-09-05,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,79,5,10.91,0.0633,2.182,138.1013,5,0,,0,0,0,0,0,0,0.0999,0.0999,0.8851,0.0898,0.1,0.0999,0.0999,0.1,0.11,0.89,0.89,,,,691,622,611,62,15,15,0.7273
2026-09-06,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,110,5,10.49,0.0455,2.098,95.3636,5,0,,0,0,1,0,0,1,0.0999,0.0999,0.8905,0.0851,0.1,0.0999,,0.09,0.1,0.89,0.89,,,,891,802,793,76,15,15,0.6993
2026-09-07,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,190,5,10.8562,0.0263,2.1712,57.1379,5,0,,0,0,2,0,0,1,0.0999,0.0999,0.6706,0.2529,0.1,0.0999,0.0999,0.27,0.32,0.67,0.67,,,,1592,1433,1067,403,15,15,0.7237
2026-09-08,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,47,5,11.5,0.1064,2.3,244.6809,5,0,,0,0,1,0,0,2,,,,,,,,0,0,0,0,,,,0,0,0,0,15,15,0.7667
